 51 2042.997357 4.012E-24 3.107E+01.05240.056 2794.07430.68-.002828              2              1                    P 18      475663 510 5 5 1 8    35.0   37.0
 52 2044.570307 2.971E-25 3.186E+01.06180.068 2198.05970.75-.002418              2              1                    P  7      475663 510 5 5 1 8    26.0   30.0
 53 2044.643402 5.222E-26 3.222E+01.06320.069 2168.32990.74-.002298              2              1                    P  6      475663 510 5 5 1 8    11.0   13.0
 53 2045.310117 8.183E-31 2.952E+01.08030.087 4159.02470.76-.002018              3              2                    R  0      475663 510 5 5 1 8     3.0    1.0
 52 2045.776868 2.376E-21 1.544E+01.05610.060  334.32560.73-.002765              1              0                    P 13      475663 510 5 5 1 8    50.0   54.0
 53 2046.069436 4.936E-22 1.546E+01.05690.062  285.49790.74-.002736              1              0                    P 12      475663 510 5 5 1 8    23.0   25.0
 51 2046.276109 1.181E-20 1.553E+01.04900.052 1059.37180.67-.002980              1              0                    P 23      475623 510 5 5 1 1    45.0   47.0
 51 2046.958891 8.811E-28 4.762E+01.05770.063 4509.10880.75-.002699              3              2                    P 11      475663 510 5 5 1 8    21.0   23.0
 51 2047.379978 5.296E-24 3.131E+01.05310.057 2725.63610.69-.002822              2              1                    P 17      475663 510 5 5 1 8    33.0   35.0
 52 2048.406981 2.888E-25 3.246E+01.06320.069 2172.56480.74-.002298              2              1                    P  6      475663 510 5 5 1 8    22.0   26.0
 53 2048.433452 4.847E-26 3.300E+01.06510.071 2146.55810.74-.002148              2              1                    P  5      475663 510 5 5 1 8     9.0   11.0
 53 2048.841815 1.611E-30 3.560E+01.07570.081 4162.62160.75-.001922              3              2                    R  1      475663 510 5 5 1 8     5.0    3.0
 52 2049.076812 4.448E-30 2.973E+01.08030.087 4166.81910.76-.002018              3              2                    R  0      475663 510 5 5 1 8     6.0    2.0
 52 2049.834922 2.771E-21 1.557E+01.05690.062  286.58750.74-.002736              1              0                    P 12      475663 510 5 5 1 8    46.0   50.0
 53 2050.080413 5.612E-22 1.561E+01.05770.063  241.59270.75-.002699              1              0                    P 11      475663 510 5 5 1 8    21.0   23.0
 51 2050.854126 1.738E-20 1.565E+01.04960.053  971.23320.67-.003350              1              0                    P 22      475623 510 5 5 1 1    43.0   45.0
 51 2051.075844 9.820E-28 4.814E+01.05860.064 4467.61580.75-.002651              3              2                    P 10      475663 510 5 5 1 8    19.0   21.0
 51 2051.730090 6.838E-24 3.157E+01.05380.058 2660.98550.70-.002814              2              1                    P 16      475663 510 5 5 1 8    31.0   33.0
 53 2052.191640 4.243E-26 3.413E+01.06770.074 2128.41370.74-.001961              2              1                    P  4      475663 510 5 5 1 8     7.0    9.0
 52 2052.211745 2.682E-25 3.324E+01.06510.071 2150.71030.74-.002148              2              1                    P  5      475663 510 5 5 1 8    18.0   22.0
 53 2052.340722 2.338E-30 3.835E+01.07120.077 4169.81520.74-.001841              3              2                    R  2      475663 510 5 5 1 8     7.0    5.0
