3.00850  0.0216182  8e-05
3.03200  0.0217165  8e-05
3.05600  0.0215129  7e-05
3.07950  0.0215581  8e-05
3.10250  0.0214563  0.0001
3.12600  0.0213556  8e-05
3.14950  0.0215283  8e-05
3.17350  0.0213062  8e-05
3.19650  0.0213707  8e-05
3.22000  0.0213912  8e-05
3.24400  0.0212268  8e-05
3.26750  0.0210782  9e-05
3.29050  0.0211151  9e-05
3.31400  0.0212838  8e-05
3.33800  0.0212899  9e-05
3.36150  0.0210759  0.00012
3.38450  0.0212573  9e-05
3.40800  0.0211066  9e-05
3.43200  0.0212633  8e-05
3.45550  0.0211543  9e-05
3.47850  0.0211199  9e-05
3.50200  0.0209805  0.0001
3.52600  0.0211945  9e-05
3.57250  0.0212988  0.0001
3.59650  0.0211852  0.0001
3.62000  0.0211535  0.0001
3.64350  0.0212947  0.0001
3.66650  0.021273  0.0001
3.69000  0.0209791  9e-05
3.71400  0.0210435  0.0001
3.73750  0.0211426  0.0001
3.76050  0.0210653  0.00011
3.78400  0.0209473  9e-05
3.80800  0.0211984  0.00011
3.83150  0.0208452  0.00012
3.85450  0.0209151  0.00011
3.87850  0.021026  0.0001
3.90200  0.0209047  0.00012
3.92550  0.0210912  0.00012
3.94850  0.0209983  0.00012
3.97200  0.0210995  0.0001
3.99600  0.0214208  0.00012
4.01950  0.0213689  0.0001
4.04250  0.0214585  0.00012
4.06600  0.0211356  0.00013
4.09000  0.0210623  0.00011
4.11350  0.0209323  0.00013
4.13650  0.0210741  0.00011
4.16000  0.0213196  0.00013
4.18400  0.0212331  0.00011
4.20750  0.021915  0.00013
4.23050  0.0219001  0.00011
4.25400  0.0223726  0.00014
4.27800  0.0224638  0.00012
4.30150  0.0224213  0.00014
4.32450  0.0224294  0.00012
4.34800  0.0226734  0.00014
4.37200  0.0225226  0.00013
4.39550  0.0226228  0.00013
4.41850  0.0226617  0.00015
4.46600  0.0218959  0.00013
4.48950  0.0221697  0.00015
4.51250  0.0216021  0.00013
4.53600  0.021702  0.00013
4.56000  0.0217521  0.00016
4.58300  0.0216568  0.00014
4.60650  0.021627  0.00014
4.63000  0.0214074  0.00014
4.65400  0.0215652  0.00017
4.67750  0.0214231  0.00014
4.70050  0.0215389  0.00015
4.74800  0.021399  0.00015
4.77150  0.0219199  0.00018
4.79450  0.0214884  0.00014
4.81800  0.021335  0.00015
4.84200  0.0215286  0.00015
4.86500  0.0213447  0.00016
4.88850  0.0211139  0.00016
4.91200  0.0211146  0.00016
4.93600  0.0216074  0.00016
4.95950  0.0217869  0.00016
4.98250  0.0209588  0.00015
5.00600  0.0214136  0.00016
5.03000  0.0210495  0.00017
5.07650  0.0215332  0.00018
5.10000  0.0212428  0.00018
5.12400  0.021358  0.00017
5.14700  0.0216373  0.00018
5.17050  0.0211395  0.00019
5.19400  0.0210835  0.00018
5.21800  0.0214099  0.00016
5.24150  0.0218308  0.00019
5.26450  0.0213801  0.00019
5.28800  0.0211852  0.00018
